_id,job_name,category
8rdc6,【總公司】ASP.NET後端資深工程師 (智慧運輸部),Backend Engineer
8pwoe,iOS/Android APP前端工程師,Frontend Engineer
8ikjk,Sr. Software Engineer - Backend,Backend Engineer
8w59x,前端工程師（Front-end Engineer ) ,Frontend Engineer
85f3b,資深後端軟體工程師,Backend Engineer
8vaqy,Fullstack Developer,Fullstack Engineer
5bhsl,資深JAVA後端工程師,Backend Engineer
8jn9a,初階軟體工程師 Junior Software Engineer,General Software Engineer
8f0mv,【日商樂天】Senior Java Developer (DU),Backend Engineer
5brs5,RD 後端/PHP工程師,Backend Engineer
6wup8,Java後端開發工程師 (PS2A0),Backend Engineer
8k2xp,.NET系統分析師,Backend Engineer
6txcg,[CNS] 資深雲端後端工程師 Senior Cloud Backend Engineer,DevOps / SRE / Cloud Engineer
8jy17,【2026年研發替代役】產品研發工程師,General Software Engineer
7zzuf,後端開發工程師(台北),Backend Engineer
7olmb,C# .NET 資深程式設計師(財富管理事業群),Backend Engineer
8w002,全端工程實習生-初階,Fullstack Engineer
8rg78,D4000 軟體工程師(訊息系統),General Software Engineer
8ljhz,Full Stack Engineer 全端開發工程師,Fullstack Engineer
8vgcl,[Solutions Business] DevOps Engineer (Infrastructure & Release Automation),DevOps / SRE / Cloud Engineer
30z3e,C# .NET 程式設計師(資產管理事業群),Backend Engineer
8vms3,【後端開發工程師】 Backend Developer (API Gateway)※無經驗可／歡迎新鮮人應徵！,Backend Engineer
8t3pu,軟體工程師,General Software Engineer
8k4vx,Junior Backend Engineer 後端軟體工程師,Backend Engineer
6ggy8,RD20375 雲端技術前端軟體研發工程師,DevOps / SRE / Cloud Engineer
8vih9,全端工程師 (Full Stack Engineer),Fullstack Engineer
8nh9r,【R&D】(Sr.)Backend Engineer,Backend Engineer
8mu2y,Backend Engineer - Infrastructure & Security Squad,Backend Engineer
8uawx,JAVA Backend Engineer,Backend Engineer
8dbou,"［UPD］後端開發工程師 / Backend Engineer (.NET Core, .NET 6, C#, ASP.NET MVC)",Backend Engineer
89aca,【數位驅動】數位個人化–軟體開發工程師C# Engineer (數數發中心，DDT)_I00016410,Embedded / Firmware Engineer
83ok1,GCP成本優化工程師 GCP Cost Optimization Engineer,DevOps / SRE / Cloud Engineer
8vcap,後端資深產品,Backend Engineer
8lafd,全端工程師 Angular/.NET Core,Fullstack Engineer
8n47w,遊戲程式設計師,Others
8v39x,.NET Engineer,Backend Engineer
8ft9t,資料分析工程師(內湖-銀行業),Data Scientist / Analyst
7lqkd,Java後端開發資深工程師_製造支援系統整合_資訊處(內湖),Backend Engineer
8ig97,Strapi CMS 開發工程師,General Software Engineer
8uvt5,JAVA/Vue全端開發工程師,Fullstack Engineer
8oahz,Microsoft 365 開發工程師_I00021073,General Software Engineer
8v1k7,"(Sr.) Software Developer, Java",Backend Engineer
7xm8d,後端軟體工程師(電服技術處),Backend Engineer
8m9o9,【資訊板塊】核心系統工程師 (海外市場)_I00020290,DevOps / SRE / Cloud Engineer
6x8ek,軟體架構師丨Software Architect,General Software Engineer
6udh2,Android 工程師,General Software Engineer
8el41,React.js前端工程師,Frontend Engineer
8qfeu,後端軟體工程師,Backend Engineer
spa0,Java軟體工程師,Backend Engineer
8ula0,客戶端開發工程師(JAVA),Backend Engineer
8r6el,JAVA PG(大安區),Backend Engineer
8ox8a,[台北] MES/系統工程師(前/後端皆可),DevOps / SRE / Cloud Engineer
7o8y9,AI Waifu Beckend Go Engineer,AI Engineer / Researcher
8pq6w,【全球知名零售品牌 | Java Engineer】Spring Boot x Oracle | 專注系統開發 | 月薪上看70k_AMR_863,Backend Engineer
8kal2,全端工程師 Full Stack Engineer,Fullstack Engineer
8nk83,【進金生國際-數位化管理中心】後端工程師(對工業物聯網 (IIoT)、雲端部署及能源數據管理有興趣，歡迎加入我們！),DevOps / SRE / Cloud Engineer
8v9ay,PHP工程師,Backend Engineer
80c2q,SWRD_Backend Engineer (Node.js) 後端工程師,Backend Engineer
8m1zy,LLM演算法開發實習生 LLM Algorithm Development Intern,AI Engineer / Researcher
8kjv4,全端工程師(實習） Full Stack Engineer Intern,Fullstack Engineer
89x8i,PHP Laravel工程師(中階以上),Backend Engineer
8s9de,前端工程師,Frontend Engineer
8sspg,全端工程師,Fullstack Engineer
8tf90,Proptech/Fintech網頁前端工程師,Frontend Engineer
706v1,【MyGo AI大數據】Proptech/Fintech網頁前端工程師,AI Engineer / Researcher
8ns52,【產品發展部】後端工程師 Backend Engineer,Backend Engineer
8cfbm,機電系統整合工程師turbo,General Software Engineer
8mx08,1. AI工程師(AI應用團隊),AI Engineer / Researcher
7xvsr,電子商務 軟體工程師 (engineer)  D01,General Software Engineer
80oqh,語音研發工程師(語音合成/語音辨識/演算法),AI Engineer / Researcher
4ycy1,>>> 網頁工程師 <<<,General Software Engineer
8nt6m,Sr. Java Engineer 資深軟體工程師,Backend Engineer
8qlig,業務部 - 電商數據自動化專員/助理（需程式編程）（台北/內湖總公司）,QA / Automation Engineer
881vi,AI 工程師,AI Engineer / Researcher
8ua3l,SEO 主任（SEO Supervisor）,Others
7tibw,【技術】Web Backend Developer,Frontend Engineer
8qudj,（/資深）SEO專員｜結合 AI 工具，打造未來搜尋策略,AI Engineer / Researcher
7wr2l,AI 人工智慧開發架構師,AI Engineer / Researcher
8tfos,Proptech/Fintech資深網頁全端工程師(Full-Stack),Fullstack Engineer
7ob2g,Data Analyst資料分析師,Data Scientist / Analyst
80sc1,PM專案管理師,Others
87fz6,調查研究專題中心-資料工程師,Data Engineer
882hu,財富金融處-數據工程師,Data Engineer
6nqi9,金融資料分析師(Financial Data Analyst) (MUST SUBMIT A FORMAL CV TO: HR@VERTIPOINT.COM TO BE CONSIDERED),Data Scientist / Analyst
8ujaj,Z-數據分析工程師,Data Scientist / Analyst
85xs3,工地主任,Others
7oja0,FAE顧問工程師(投資顧問部),General Software Engineer
8w3xh,SEO 專員（ SEO工程師 / SEO 技術員）,General Software Engineer
87w3c,"企業架構 - 技術架構師 (數數發中心, DDT)_I00014605",Others
7umaj,資深工程師 Senior Software Engineer,General Software Engineer
7yzyo,資深後端工程師,Backend Engineer
87ny9,金融市場處-AI量化策略開發工程師,AI Engineer / Researcher
8jxs7,【 Android & iOS工程師】Mobile Developer,General Software Engineer
6pw99,Python 工程師,General Software Engineer
8nx0d,數據工程師,Data Engineer
8vgs5,調查研究專題中心-SRDA學術調查研究資料庫-國科會實證計畫資料工程師,Data Engineer
8n8v0,"【國泰集團】資料科學工程師 (數據應用工程師) – (數數發中心, DDT)_I00020717",Data Scientist / Analyst
8n8z2,"【國泰集團】資料科學工程師（數據應用開發）- 數據科技 - (數數發中心, DDT)_I00020720",Data Scientist / Analyst
8som9,【數位科技】資深數據分析師,Data Scientist / Analyst
8sbhs,IT工程師(中華資產關係企業:五九一國際旅行社),General Software Engineer
8sbht,IT工程師(中華資產關係企業:五九一國際旅行社),General Software Engineer
5p130,後端軟體工程師,Backend Engineer
8tihn,principal Software Engineer-C++,General Software Engineer
8s9ms,資深後端工程師 Sr. Backend Engineer(年後到職),Backend Engineer
8w2gc,Senior Backend Engineer (GoLang & Python) - RV IoT Platform,Backend Engineer
8vonu,107234-8-1 Shared Lab Engineer,General Software Engineer
8tt8t,Senior Software Engineer-LLM,AI Engineer / Researcher
75p15,Senior Backend Engineer,Backend Engineer
7kp3p,AI Backend Engineer,AI Engineer / Researcher
8w8nx,資深後端工程師,Backend Engineer
8w0pr,Field Application Engineer (原廠汽車零件銷售部門),General Software Engineer
6l2th,Backend Engineer,Backend Engineer
7jzf9,Senior Cloud Backend Engineer (Golang),DevOps / SRE / Cloud Engineer
6wrpq,XN-Backend Engineer (.Net),Backend Engineer
6kwfe,JAVA資深後端程式設計師 丨Senior Backend Engineer,Backend Engineer
7ccog,JAVA後端程式設計師 丨Backend Engineer,Backend Engineer
8w2dn,Senior AI Application Engineer,AI Engineer / Researcher
7zu3d,【產品研發】Junior Backend Engineer,Backend Engineer
8asu8,程式設計師_資深後端  Senior Backend Engineer,Backend Engineer
8su48,backend engineer_25203,Backend Engineer
8lupp,AI Backend Engineer (LLM & MCP Focus),AI Engineer / Researcher
81x0u,後端⼯程師 Backend Engineer,Backend Engineer
8vmrp,Infra Engineer - DevOps and Backend Engineering,DevOps / SRE / Cloud Engineer
3svlg,【月薪 13 萬起】Backend Engineer：加入矽谷級研發團隊！（線上面試／視訊面試）,Backend Engineer
7zk5o,"資深PHP網站工程師Sr. Backend Engineer(CodeIgniter, Laravel)",Backend Engineer
8hqy4,後端工程師/全端工程師(研發部),Fullstack Engineer
7sjd3,【外商新創團隊】客戶支援工程師 Customer Support Engineer (Backend Development Team),Backend Engineer
6ojg2,(1665)Backend Software Engineer,Backend Engineer
8nfe7,"Staff / Sr. Staff Engineer, Security Efficacy",General Software Engineer
8t67y,Software Engineer,General Software Engineer
7fcwq,Software Engineer –SLAM,General Software Engineer
8w03v,Quality Assurance Engineer,General Software Engineer
8urnq,Software Engineer (Cloud - Backend) (80254),DevOps / SRE / Cloud Engineer
8u8ol,AI Assisted Software Engineer,AI Engineer / Researcher
6lc5h,DevOps Engineer,DevOps / SRE / Cloud Engineer
8w4gp,資訊部應用組專員/資深專員 (資料科學與應用 Data Science & Applications),Data Scientist / Analyst
7optv,"Senior. Engineer, Application",General Software Engineer
8vhx5,Embedded Software Engineer,Embedded / Firmware Engineer
8ufs5,EMC Engineer,General Software Engineer
6ylyq,Senior Backend Engineer,Backend Engineer
8w77u,"集團總部 - DTS System Engineer ,Mobile",General Software Engineer
7fcwk,Software Engineer – Fitness,General Software Engineer
7lxbx,軟體開發工程師,General Software Engineer
8b7bk,Production Engineer,General Software Engineer
8w5j7,AI Performance Engineer,AI Engineer / Researcher
8w8ai,KH-南港科技大廠-Field Application Engineer (Hardware),General Software Engineer
8cq2v,C# 後端 API 開發實習生 (每週需排班四天以上 需有Web經驗跟作品),Frontend Engineer
8ssr5,Embedded Software QA Engineer  ,QA / Automation Engineer
8kqrw,RPA Development Engineer,General Software Engineer
8w8sv,Engineer in Training,AI Engineer / Researcher
8vn0p,QA Engineer,QA / Automation Engineer
8uy0v,RD21943 Senior/Junior DevOps/SRE - Software Engineer(Enterprise Networking),DevOps / SRE / Cloud Engineer
8vfef,F0215 - Backend Developer - UniFi Connect (Golang),Backend Engineer
54v1u,Field Application Engineer,General Software Engineer
8v6ll,測試工程師 QA Engineer,QA / Automation Engineer
8v88o,Purchasing Quality Engineer,General Software Engineer
8w007,全端工程實習生-中階,Fullstack Engineer
8rgsq,Field Service Engineer,General Software Engineer
8tnwm,Firmware Validation Engineer,Embedded / Firmware Engineer
8psdh,Technical Solution Engineer intern,General Software Engineer
8t4at,Senior Field Service Engineer,General Software Engineer
8w2fo,Software Quality Assurance Engineer (Manual),General Software Engineer
8dmz2,"Software Engineer, Backend Development (Graduate)",Backend Engineer
8oyx7,Website Frontend Engineer/ React Engineer,Frontend Engineer
8sses,【軟體工程師 - Android】Software Engineer - Android,General Software Engineer
8tihp,Senior Software Engineer-c++,General Software Engineer
8t3pz,QA Engineer – Platform Testing & Automation,QA / Automation Engineer
7ce7b,JAVA後端開發主管丨Backend Lead,Backend Engineer
8up7l,Field Application Engineer-電源,General Software Engineer
8phya,ERP Integration Engineer 系統整合工程師,General Software Engineer
8k4n4,Manual Test Engineer,QA / Automation Engineer
8sltw,Machine Learning Engineer (Global Cognitive Security),AI Engineer / Researcher
8swjj,前端工程師 Frontend Engineer (全遠端/全英文),Frontend Engineer
8w8t8,ERP Engineer - Global PC Hardware Brand,General Software Engineer
8tb3h,A06可靠性工程組長_資通技術與安全部_可靠性工程組,Others
8vaw9,AI Digital Twins Engineer_14810,AI Engineer / Researcher
8hxup,Lead Electronic Engineer,General Software Engineer
8jo2q,Hardware Engineer,General Software Engineer
8rjnp,"〔SZ〕Frontend Software Engineer 美商,自由開放的組織文化",Frontend Engineer
8tnvx,FW/BIOS Engineer,General Software Engineer
76lsw,軟體工程師 Fullstack Software Engineer,Fullstack Engineer
8v8un,空調工程師 HVAC Engineer,General Software Engineer
809pf,MIS System Engineer,General Software Engineer
8w6vi,前端工程師 Front-End Engineer,Frontend Engineer
8sgym,Junior IT Helpdesk Engineer,General Software Engineer
8cw2e,Senior Software engineer (Cloud service),DevOps / SRE / Cloud Engineer
8rnnk,"資深駐點軟體工程師 (周上班5日,月領7萬以上)",General Software Engineer
8euyh,Junior Engineer,General Software Engineer
7rxs4,Senior Optical Engineer,General Software Engineer
8w10l,(Sr.) FPGA Engineer - Fully Remote,Embedded / Firmware Engineer
8vu1u,Field Service Engineer - CT,General Software Engineer
7t92p,測試工程師 Quality Assurance Engineer,QA / Automation Engineer
8mwzi,(Sr.) Java Engineer - (Admin & Payment),Backend Engineer
895le,<正職資深測試工程師/外商/網通/內科/西湖捷運站5分鐘>Senior QA Engineer (Smart switches),QA / Automation Engineer
6l5o9,Frontend Engineer,Frontend Engineer
7l9mt,Senior Frontend Engineer,Frontend Engineer
8s6ll,Security Engineer,General Software Engineer
8qcdg,Staff Software Engineer (Cloud - Backend) (79094),DevOps / SRE / Cloud Engineer
8ul7u,Mechanical Sourcing Engineer,General Software Engineer
818me,軟體系統架構師  Software System Architect,General Software Engineer
8ovm5,Motor driver Engineer,Embedded / Firmware Engineer
8w43m,Senior/principle Thermal Packaging Engineer_ Silicon Photonic(Taipei),AI Engineer / Researcher
8vnjf,Manufacturing Quality Engineer,General Software Engineer
8cfih,Junior Mechanical Engineer,General Software Engineer
8vsr8,Mechanical Engineer (Robotics / Robotic Arm),General Software Engineer
8w6ye,合規工程師Compliance Engineer(UL & ITS [Intertek]),General Software Engineer
8i27h,Backend Engineering Team Lead,Backend Engineer
8q1mz,[Music] Senior Android Engineer,General Software Engineer
8vtvc,【Hsinchu / Taipei】System & Application Engineer,AI Engineer / Researcher
8v91n,Senior Thermal Engineer (Shanghai),AI Engineer / Researcher
8ufye,ASIC Engineer,General Software Engineer
8u91z,Field Service Engineer,General Software Engineer
8j8ao,Mechanical Engineer,General Software Engineer
8tnui,BMC Firmware Engineer,Embedded / Firmware Engineer
5v1d7,Software Engineer – Motion Sensor,General Software Engineer
8w5k0,"Software Engineer Intern, Machine Learning Platform (Ad Cloud)",AI Engineer / Researcher
7o1pp,NLP Engineer 自然語言處理工程師,AI Engineer / Researcher
7pdcl,Digital Design Engineer,General Software Engineer
8w41z,Senior/principle Optical Packaging Engineer_ Silicon Photonic(Taipei),AI Engineer / Researcher
8cd2x,前端工程師 Front End Engineer,Frontend Engineer
79a7r,【Platform Team】網站可靠性工程師 Site Reliability Engineer,DevOps / SRE / Cloud Engineer
8tz7r,"【Product Development】LLM & Backend Engineer — Realtime Copilot (Prompt Systems, Tooling, Infra)",AI Engineer / Researcher
885yd,【軟體工程師 - iOS】Software Engineer - iOS,General Software Engineer
8d8x0,【Software】Full Stack Engineer,General Software Engineer
8vxzb,Senior Firmware Engineer,Embedded / Firmware Engineer
8sbzf,AI Backend軟體工程師_14535,AI Engineer / Researcher
8stbm,全端產品開發實習生 Full Stack Engineer Intern (React & Node.js),Fullstack Engineer
8sgq7,Embedded Engineer,Embedded / Firmware Engineer
87w0b,Sr Electronic Engineer (Hyperscale),General Software Engineer
8dbov,"［UPD］數據應用全端工程師 / Data Full-Stack Engineer (Node.js, React.js)",Fullstack Engineer
8ue1c,L1 Security Engineer,General Software Engineer
8bf6x,AI Waifu Unity Engineer,AI Engineer / Researcher
8udry,Site Reliability Engineer,DevOps / SRE / Cloud Engineer
8vidd,【OwlPay】Senior Frontend Engineer/資深前端工程師,Frontend Engineer
6lblw,Android Engineer,General Software Engineer
8ku1j,Thermal Simulation Application Engineer,General Software Engineer
8eczt,Mechanical Engineer II,General Software Engineer
7orab,Quality Assurance Engineer,General Software Engineer
8sk8g,Sr. Application Engineer,General Software Engineer
8euyp,QA Engineer,QA / Automation Engineer
8ssso,資深前端工程師 (Sr. Frontend Engineer),Frontend Engineer
78nqc,前端工程師 (Front-End Engineer),Frontend Engineer
8vft6,Security Engineer,General Software Engineer
8w1db,Testing Engineer(NXP),QA / Automation Engineer
8i1y2,Senior Frontend Engineer 前端工程師(React),Frontend Engineer
8rfg3,"Project Engineer, LS",General Software Engineer
8w04a,ICT Engineer,General Software Engineer
87hfw,Project Execution Engineer,General Software Engineer
8uot7,Digital Twins Engineer,General Software Engineer
8ofgu,Senior Customer Engineer (WOS),General Software Engineer
8i1us,Systems Acoustic Engineer (SAE),General Software Engineer
8jf53,(Sr.)Software Engineer,General Software Engineer
8vv61,Silicon Photonic Electronics Engineer _ CTO Office (Taipei),AI Engineer / Researcher
83afk,Devops Engineer,DevOps / SRE / Cloud Engineer
8s27e,FPGA Engineer,Embedded / Firmware Engineer
8s2xs,AI/Tech/Robotics Hardware Engineer,AI Engineer / Researcher
8sowh,"Cloud Engineer / Site Reliability Engineer, Virtual Insurance",DevOps / SRE / Cloud Engineer
7rxoo,R0123 - Compliance Engineer(Safety/Environment),General Software Engineer
773uf,XN-QA Engineer,QA / Automation Engineer
8om4j,Grid Connection Engineer/Manager 併網工程師/經理,General Software Engineer
8matm,App軟體工程師(Frontend/App Software Engineer),Frontend Engineer
7iin5,Patent Engineer,General Software Engineer
8taqv,技術服務工程師 Technical Service Engineer,General Software Engineer
8q1nb,[Music] Senior iOS Engineer,General Software Engineer
80ccu,IC設計自動化應用工程師 (EDA Application Engineer),QA / Automation Engineer
7eem4,Firmware Engineer,Embedded / Firmware Engineer
8bz7f,【擴編】資深 Java 後端工程師 Senior Java Backend Developer,Backend Engineer
8m54c,[Cedars] Quality Assurance Engineer - AI,AI Engineer / Researcher
8tr1i,Process Engineer,General Software Engineer
8uqdp,Manufacturing Process Engineer,General Software Engineer
8rr22,【北區】現場服務工程師（Field Service Engineer）,General Software Engineer
8txwn,Firmware Engineer,Embedded / Firmware Engineer
4atiw,iOS app Engineer,General Software Engineer
8vka0,【2026 RDSS研發替代役】Cloud Software Engineer - GeForce Now (RDSS Intern),DevOps / SRE / Cloud Engineer
8w2wt,Quality Assurance Engineer,General Software Engineer
8uv2b,Product Engineer，P&F,General Software Engineer
7amz2,AE - Application Engineer Consultant(Aprisa),General Software Engineer
3ezxq,帷幕牆結構工程師 Project Engineer,General Software Engineer
8mgox,Sr. FE Engineer 資深前端工程師(React),Frontend Engineer
8mx2j,(Sr.) QA Engineer,QA / Automation Engineer
7z9an,solution validation engineer,General Software Engineer
8lm5x,【技術】軟體測試工程師 Manual SQA Engineer,QA / Automation Engineer
8vwya,"〔RND〕Software Engineer 美商,自由開放的組織文化",General Software Engineer
8up1m,Senior QA Engineer,QA / Automation Engineer
7l0t6,Associate RAMS Engineer- metro project,General Software Engineer
8vn76,"Software Engineer, BSP and System  (NC)",General Software Engineer
83wlo,XN-Frontend  Engineer,Frontend Engineer
8w2au,半導體製造業【Software Engineer (Manufacturing Systems)】D80/G85/G78,General Software Engineer
8w6ys,Senior Principal Testing Engineer,QA / Automation Engineer
2zu2e,QA Engineer,QA / Automation Engineer
8uftv,Board Design Engineer (Server Board EE),Backend Engineer
8vazu,Robotics Hardware Design Engineer,General Software Engineer
8vxg8,網站營運與後端技術助理工程師（WordPress / Python / SEO）,Backend Engineer
8ttm4,AI工程師 (語言模型/預測模型/影像辨識/數據分析),AI Engineer / Researcher
8b8bs,python工程師,General Software Engineer
8943y,數據工程師｜AI產業｜Python｜歡迎新鮮人與資深開發者,AI Engineer / Researcher
8ttei,軟體工程師 (Python / Django),Backend Engineer
8vq68,Google 專案 | Python 開發工程師 | YouTube Lab (新店),General Software Engineer
8u9pl,(新店) Python Developer | YouTube Lab,General Software Engineer
86yyz,Python 工程師 (擴編),General Software Engineer
7ovbk,TV/STB-Python Developer (工作地點：新店),General Software Engineer
8rcw1,【雲端系統部】Python工程師 (中和),DevOps / SRE / Cloud Engineer
5572i,好好證券-後端工程師 Backend Engineer (熟 Python、RESTful API ),Backend Engineer
8r2lk,Python Engineer (工作地點: 新店),General Software Engineer
7a7hl,Python軟體工程師 (Acoustics)(派駐海外),General Software Engineer
7at7v,Smart Device Automation Developer - Python (工作地點：新店),QA / Automation Engineer
8tpxh,Silicon Test Engineer - Python (工作地點: 板橋),QA / Automation Engineer
43gvt,網站開發全端工程師 (Python),Fullstack Engineer
7f9ff,Python軟體工程師,General Software Engineer
8qvc2,Software Developer-Scripts/Python(工作地點: 新店),General Software Engineer
8lywq,(SLT) 自動化測試工程師/Python | 工作地點: 新北市,QA / Automation Engineer
8t7f3,gChip Power Engineer (Python & Linux Shell Script) (工作地點：板橋),Frontend Engineer
8rip4,生成式AI 開發工程師(支援系統部),AI Engineer / Researcher
8e1a0,資料工程師 Data Engineer_汐止,Data Engineer
8v8wu,【深耕計畫辦公室】研究助理(醫品部),Others
8khew,Robot Simulation Engineer,General Software Engineer
8rc7d,資料科學家 (Data Scientist – Product-Oriented),Data Scientist / Analyst
8khc2,AI system Engineer,AI Engineer / Researcher
8qpcu,(138-1)【台北軟體研發中心】- 車載系統品質測試驗證主管,QA / Automation Engineer
8w8ag,業務自動化_約聘人員,QA / Automation Engineer
8cam8,總公司-IT部門/數據分析及報表開發工程師,Data Scientist / Analyst
8ixn5,【電子商務部】初階後端工程師｜電商自動化 × Python × 系統優化潛力股 ( AI 自動化 / Django 系統架構 ),AI Engineer / Researcher
7kn6f,Python後端工程師-1,Backend Engineer
89sn1,<韌體工程師>物聯網無線模組產業,Embedded / Firmware Engineer
8thjv,RPA自動化工程師,QA / Automation Engineer
8n1sc,AI事業 AI 工程師,AI Engineer / Researcher
8s6ao,BMC Engineer,General Software Engineer
8skw5,【德商DHL】HQ－Transport Data Analysis Specialist,Others
7kwql,MIS程式設計師,Others
69za2,T－Python 工程師_人才招募,General Software Engineer
8tn9u,選擇權策略交易系統開發工程師,General Software Engineer
89ndh,資料科學家 (Data Scientist – Solution Delivery),Data Scientist / Analyst
8k3ea,全端程式設計師-73B30,Fullstack Engineer
8pxg4,測試工程師(台北-M11),QA / Automation Engineer
8w6pa,資料工程師,Data Engineer
8ired,AI工程師,AI Engineer / Researcher
8ocyj,軟體工程師,General Software Engineer
8uh36,Software Engineer – Payment terminal (支付終端軟體工程師),General Software Engineer
8ssu7,軟體系統整合驗證工程師 (Software System Integration Testing Quality Assurance),QA / Automation Engineer
8uuul,Server 高效能系統工程師(人才培訓計劃),DevOps / SRE / Cloud Engineer
8vc3o,影像處理 / 圖形軟體工程師,General Software Engineer
8r6fl,(Sr.) Automation Software Engineer (資深)自動化軟體工程師_新店廠,QA / Automation Engineer
88nmv,資料科學家 Data Scientist(大數據發展事業處),Data Scientist / Analyst
8w045,【115年研發替代役】工業電腦/工業級主板-軟體工程師(新北),General Software Engineer
7bs87,【S】軟體系統管理工程師,General Software Engineer
8p2lr,Automation Test Engineer/ SDET (自動化測試QA工程師),QA / Automation Engineer
3sgkd,雲端系統工程師,DevOps / SRE / Cloud Engineer
8u464,資深/中級 Java 工程師（AI 數據平台開發）,AI Engineer / Researcher
7w11k,【獵鷹】RD23008-研發韌體工程師 R&DFirmware Engineer【研替可】,Embedded / Firmware Engineer
802v4,"Lab Owner, Android Ecosystem and ITS Test Engineering (工作地點:板橋)",QA / Automation Engineer
8t7zj,"LLT_AI服務後端資深工程師/Leader (Backend Engineer, Python/Django/Flask/FastAPI)",AI Engineer / Researcher
8nqpy,Senior QA Engineer,QA / Automation Engineer
8uqyp,軟體研發工程師,General Software Engineer
8vg0y,助理工程師（研發部）,General Software Engineer
8qfjt,(18)【2025資訊轉型與創新】數據應用開發工程師,General Software Engineer
8v9sk,【歡迎新鮮人】DQA軟體測試工程師,QA / Automation Engineer
8tb5h,遊戲數據分析 Game Data Analyst,Data Scientist / Analyst
8lmdw,LLT-Digital Twin Engineer,General Software Engineer
88gbx,(CEG) BMC Firmware Engineer,Embedded / Firmware Engineer
8v0pj,AI影像軟體工程師,AI Engineer / Researcher
7kokw,後端工程師,Backend Engineer
8qfji,(17)【2025資訊轉型與創新】數據應用開發主管,Others
8kpm3,ROS2 自主移動技術軟體工程師,General Software Engineer
5p0dz,軟體研發工程師 (影像處理),General Software Engineer
8sa9q,【台北】數據分析工程師,Data Scientist / Analyst
8k61u,營運專員 Operations Specialist,Others
6vco8,軟體工程師,General Software Engineer
8uizt,軟體測試主管 Software QA Team Lead,QA / Automation Engineer
6akif,AI軟體工程師,AI Engineer / Researcher
8uzmg,Omniverse 數位資產專員(Digital Asset Specialist - Omniverse),Others
7ni06,[SW-604] 系統開發工程師(後端),Backend Engineer
8soqw,Software Engineer (Lab),General Software Engineer
8v1d9,【資訊科技】OA程式設計師,Others
8hzog,"AJ6-AI數位科技導入顧問(非業務職,協助內部同仁)",AI Engineer / Researcher
81avq,(MSG) BMC Firmware Engineer,Embedded / Firmware Engineer
76ive,(NR14- ) Linux OS 軟體工程師/高級工程師--網路通訊事業群,Frontend Engineer
8uqun,RF測試工程師,QA / Automation Engineer
7eby6,資料工程師,Data Engineer
8gx5n,韌體工程師_無經驗可(人才培訓),Embedded / Firmware Engineer
8j4el,35540-軟體開發工程師,General Software Engineer
8qfgp,(14)【2025資訊轉型與創新】數據應用開發主管,Others
8n5z5,後端工程師,Backend Engineer
8ux6w,知名美商 - gChip Silicon Test Engineer,QA / Automation Engineer
734sx,幼兒園陪玩老師/遊戲程式設計老師(淡水),Others
890rl,RPA系統開發工程師,General Software Engineer
3nhir,韌體研發工程師 (Android APP Engineer),Embedded / Firmware Engineer
7z55c,IT資料工程師(Data Engineer),Data Engineer
8oqay,LLT3-Intelligent Cloud & AI Systems Engineering,AI Engineer / Researcher
7vi6p,軟體研發替代役 (影像處理),General Software Engineer
8ntvd,影像處理工程師,General Software Engineer
8ujq2,(研發部)後端工程師,Backend Engineer
6ds2z,[行政]企劃處/數據分析專員,Data Scientist / Analyst
8kgme,應用工程師(台北)(Automation ＆ System Innovation)(3),QA / Automation Engineer
79we1,大數據分析暨人工智慧開發工程師-智慧交通領域(IAD20),AI Engineer / Researcher
7du5n,Full-Stack Engineer/全端工程師 (Data Science & AI Team),AI Engineer / Researcher
7yqai,資訊工程師 （工程數據分析 、設備軟件應用）,Data Scientist / Analyst
8rv5n,生物資訊工程師,General Software Engineer
8qtem,ERP專員/助理,Others
8kk3v,Data Center Switch 軟體開發工程師_汐止_00000,General Software Engineer
883dp,Backend Engineer,Backend Engineer
6jw66,【全球智慧製造】網站可靠性工程師 DevOps Engineer/SRE_新店,DevOps / SRE / Cloud Engineer
8swlp,AI應用架構專案管理師AI Application Architecture-營養與健康事業群,AI Engineer / Researcher
8e74p,資料工程師/後端工程師,Data Engineer
8g83r,自動化軟體開發工程師,QA / Automation Engineer
8vwyb,【土城廠】伺服器驗證/系統整合助理工程師,General Software Engineer
8ofn5,Manufacturing Testing Engineer(Hybrid),QA / Automation Engineer
81syq,RD - Algorithm SW Engineer ( Senior / Tech Lead ),AI Engineer / Researcher
8bnuk,【PowerUp!】FW測試工程師(中和-ENT) 雲端基礎設施系統與平台事業群,DevOps / SRE / Cloud Engineer
8rz91,軟體助理工程師,General Software Engineer
8rsob,FAE產品應用工程師-Storage,General Software Engineer
76ih4,Unreal Engine 遊戲引擎工程師 (工作地點：新北板橋),General Software Engineer
8uh25,RD - Senior Software System Engineer,General Software Engineer
867fl,Firmware Validation Engineer,Embedded / Firmware Engineer
3ss4b,全端開發工程師,Fullstack Engineer
8qxr4,RD21835 系統整合工程師(Data Center Solution),General Software Engineer
8vbxc,數據工程師,Data Engineer
8p8fw,智慧製造_智能製造系統_軟體工程師(竹北/台中),General Software Engineer
7eccs,RD24003-LabVIEW開發工程師 LabVIEW Engineer,General Software Engineer
8hnae,資深韌體/軟體 工程師,Embedded / Firmware Engineer
