_id,description
8sfmv,Java
8sfmv,JavaScript
8sfmv,Go
8sfmv,AWS
8sfmv,Linux
8tpyz,Linux
8tpyz,C++
8tpyz,Python
8q6gz,C++
8q6gz,Python
8w00z,HTML
8w00z,Node.js
8w00z,JavaScript
8w00z,CSS
8w00z,VueJS
8w00z,Angular
8w00z,C#
8w00z,C++
8w00z,C++.Net
8w00z,Java
8w00z,PHP
8w00z,Python
8w00z,Ruby
8w00z,Spring
8w00z,Go
8qo7q,Python
8qo7q,LLM
8qo7q,NLP
8qo7q,AWS
8uyom,Python
8uyom,PL/SQL
8uyom,Power BI​
8uyom,Tableau
8uyom,Looker studio
8uyom,Google Analytics
8uyom,Google關鍵字廣告
8uyom,Google Data Studio
8uyom,MySQL
7937m,AJAX
7937m,ReactJS
7937m,AWS
7937m,PostgreSQL
7937m,Go
7937m,Python
7937m,PHP
7937m,Java
7937m,C++
7937m,C
7937m,Git
7937m,UNIX
7937m,Linux
3cutx,Python
3cutx,MySQL
3cutx,Excel
3cutx,PowerPoint
3cutx,Word
3cutx,中文打字20~50
3cutx,英文打字20~50
3cutx,Power BI​
8su2w,Git
8su2w,C++
8su2w,Python
8su2w,LLM
8s4cn,MES
8s4cn,Java
8s4cn,C#
8s4cn,Python
8s4cn,Node.js
8s4cn,ETL
8s4cn,PostgreSQL
8s4cn,Oracle
8k6l2,Python
8k6l2,MySQL
8k6l2,Tableau
8k6l2,SAS
8mtc6,Keras
8mtc6,PyTorch
8mtc6,tensorflow
8mtc6,Python
84kn3,Linux
84kn3,Python
84kn3,MySQL
8trsy,C++
8trsy,Python
8trsy,IoT
8trsy,MES
8kbs5,Python
8kbs5,PyTorch
8kbs5,tensorflow
8ns1y,Python
8ns1y,Visual Studio
8ns1y,Linux
8ns1y,C++
8ns1y,Android
8ns1y,Java
7jvuw,Cisco
7jvuw,Word
7jvuw,PowerPoint
7jvuw,TcpDump
7jvuw,TCP/IP
7jvuw,ssh
7jvuw,Security
7jvuw,IDS
7jvuw,Firewall
7jvuw,Ethernet
7jvuw,Vmware
7jvuw,Python
7jvuw,Linux
8ttbb,Linux
8ttbb,Github
8ttbb,C#
8ttbb,C++
8ttbb,Python
87l8k,Python
8q6w2,MS SQL
8q6w2,AWS
8q6w2,Python
7sty4,Python
7sty4,MySQL
8v9e6,MySQL
8v9e6,Python
8v9e6,JIRA
8v9e6,ETL
8rh1n,Python
8rh1n,MS SQL
8rh1n,Excel
8rh1n,Tableau
8cy5n,Linux
8cy5n,Python
8cy5n,LLM
8s7fp,C
8s7fp,C++
8s7fp,Python
87rk9,Java
87rk9,C#
87rk9,Python
7lfz7,Python
7lfz7,R
7lfz7,MySQL
7lfz7,Tableau
7lfz7,Google Analytics
7lfz7,Power BI​
7lfz7,Teradata
8v2e0,C++
8v2e0,Linux
8v2e0,Python
8v2e0,UNIX
8v2e0,Git
8l2cy,Python
8l2cy,VBA
8l2cy,Excel
8l2cy,PowerPoint
8l2cy,Word
8b41k,Linux
8b41k,Python
8b41k,TCP/IP
8b41k,Excel
8b41k,Outlook
8b41k,PowerPoint
8b41k,Word
7i34x,Shell
7i34x,Git
7i34x,Python
7i34x,HTML
7i34x,JavaScript
7i34x,Robot
88tmi,Shell
88tmi,Power BI​
88tmi,Firebase
88tmi,Google Analytics
88tmi,Tableau
88tmi,RDBMS
88tmi,PostgreSQL
88tmi,Oracle
88tmi,ETL
88tmi,Database Management
88tmi,Python
88tmi,Git
88tmi,Github
88tmi,Linux
7r15h,Git
7r15h,C#
7r15h,C++
7r15h,Python
7r15h,MS SQL
7r15h,PostgreSQL
8pyav,jQuery
8pyav,CSS
8pyav,Node.js
8pyav,HTML
8pyav,Linux
8pyav,Github
8pyav,Git
8pyav,Java
8pyav,JavaScript
8pyav,Python
8pyav,Spring
8txe8,Python
8txe8,tensorflow
6q0d3,C++
6q0d3,Python
8qmig,Tableau
8qmig,PL/SQL
8qmig,Python
77ilz,C#
77ilz,C++
77ilz,Java
77ilz,Python
77ilz,MS SQL
77ilz,MySQL
8cu85,Linux
8cu85,Git
8cu85,C#
8cu85,C++
8cu85,Python
8cu85,Vmware
6z1zw,Python
6z1zw,R
6z1zw,AutoCAD
6z1zw,GIS
6z1zw,SAS
6z1zw,SPSS
6z1zw,Word
6z1zw,Excel
6z1zw,Power BI​
8enq7,Python
8enq7,PyTorch
8enq7,tensorflow
8bp3o,Java
8bp3o,PHP
8bp3o,Python
8vwrz,C
8vwrz,C++
8vwrz,Python
8v7pb,C#
8v7pb,Visual Studio .net
8v7pb,Python
8ja4h,Linux
8ja4h,OOP
8ja4h,Systems Analysis
8ja4h,Github
8ja4h,C#
8ja4h,C++
8ja4h,Python
8ja4h,VBA
8ja4h,IoT
8ja4h,Microsoft Azure
8ja4h,MySQL
8ja4h,ODBC
8ja4h,PostgreSQL
8ja4h,AWS
8ja4h,VueJS
8ja4h,TCP/IP
8ja4h,Excel
8ja4h,Line
8p2qs,Github
8p2qs,Python
8p2qs,LLM
8p2qs,NLP
8p2qs,MLOPs
8jmq2,Python
8jmq2,PyTorch
8jmq2,tensorflow
8jmq2,NLP
8jmq2,LLM
8jmq2,Prompt
8jmq2,ChatGPT
8u9z1,AJAX
8u9z1,PHP
8u9z1,MySQL
8u9z1,JavaScript
8u9z1,jQuery
8t187,C#
8t187,Delphi
8t187,Python
8t187,WinForm
6wyuy,Python
6wyuy,MySQL
6wyuy,PostgreSQL
7ihuk,ETL
7ihuk,MS SQL
8relc,Linux
8relc,Python
8relc,MS SQL
8jvge,Java
8jvge,MySQL
8jvge,PL/SQL
8jvge,PostgreSQL
8jvge,AWS
8jvge,Node.js
8jvge,JIRA
8w1vp,Excel
8te5p,Tableau
8te5p,Looker studio
8te5p,Power BI​
84xyg,ETL
84xyg,Oracle
84xyg,Tableau
84xyg,Power BI​
8phhn,Java
8phhn,Excel
8phhn,Outlook
8phhn,PowerPoint
8phhn,Word
8t66i,Github
8t66i,Git
8t66i,Python
8t66i,ETL
8t66i,Informatica
8t66i,MySQL
8t66i,PostgreSQL
8t66i,RDBMS
8r2h4,iOS
8r2h4,Objective-C
8r2h4,SWIFT
86dp9,DNS
86dp9,Firewall
86dp9,Security
86dp9,Cisco
86dp9,MPLS
81zdc,ETL
81zdc,Informatica
81zdc,MS SQL
81zdc,MySQL
81zdc,Oracle
81zdc,Data Marts
83d0r,ETL
37tef,Linux
37tef,Windows 2003
37tef,Cognos
37tef,ETL
37tef,Informatica
37tef,MS SQL
37tef,Oracle
37tef,Excel
37tef,Outlook
37tef,PowerPoint
37tef,Word
37tef,Tableau
37tef,Power BI​
37tef,SAP
8v996,MS SQL
8v996,MySQL
8v996,ETL
8v996,PostgreSQL
8v996,Git
8v996,Django
8v996,Python
8v996,Github
8v996,Informatica
8ukbm,MySQL
8ukbm,AWS
8ukbm,ETL
8p8r6,ETL
8p8r6,AWS
8p8r6,Microsoft Azure
8ikwv,Excel
8ikwv,PowerPoint
8ikwv,Word
8qvzq,PostgreSQL
8qvzq,Python
8qvzq,MySQL
8ekil,Linux
8ekil,Git
8ekil,Python
8ekil,MySQL
8ekil,HTML
8ekil,JavaScript
7g1tw,ETL
7g1tw,MS SQL
7g1tw,Python
7g1tw,Shell
7g1tw,C#
8ux11,ETL
8s3nl,Tableau
8s3nl,MySQL
8p7ye,Cloud
8p7ye,hadoop
8p7ye,Tableau
8p7ye,ETL
8p7ye,Python
74xkx,MS SQL
74xkx,MySQL
74xkx,Oracle
74xkx,Data Modeling
7u8qk,Git
7u8qk,Python
7u8qk,MS SQL
7cc6o,Adobe Acrobat
7cc6o,Excel
7cc6o,PowerPoint
7cc6o,Word
8k6xg,MS SQL
8k6xg,MySQL
8k6xg,PostgreSQL
8k6xg,Tableau
8k6xg,Power BI​
8k6xg,SAP
8k6xg,SAP HANA
8ppdw,C#
8ppdw,Power BI​
8ppdw,MS SQL
8tony,C#
8tony,Python
8tony,PL/SQL
8uyns,MySQL
8uyns,Github
8uyns,Database Management
8uyns,Python
8v4qb,Git
8v4qb,ETL
8v4qb,Data Modeling
7bdqr,Shell
7bdqr,Java
7bdqr,Python
7bdqr,Database Administrator
7bdqr,Database Management
7bdqr,ETL
7bdqr,MySQL
7bdqr,OLAP
7bdqr,RDBMS
7bdqr,Data Architect
8qubg,Go
8qbni,Git
8qbni,Visual C#
8qbni,PostgreSQL
8qbni,e-commerce
8qbni,HTTP
79xm7,SAS
73ifb,Github
73ifb,Git
73ifb,Python
73ifb,PyTorch
73ifb,NLP
73ifb,scikit-learn
73ifb,OpenCV
73ifb,LLM
73ifb,Prompt
73ifb,ETL
73ifb,MS SQL
73ifb,ODBC
83aon,MS SQL
83aon,Microsoft Exchange
83aon,Microsoft SharePoint
83aon,Vmware
83aon,Microsoft Dynamics AX
8ulc6,Python
8ulc6,Git
8ulc6,ETL
8ulc6,MySQL
8ulc6,Linux
8r4f8,ASP.NET
8r4f8,MS SQL
8r4f8,Cloud
8qkz8,Linux
8qkz8,Java
8qkz8,Python
8m4mk,Python
8m4mk,DataStage
8m4mk,ETL
8m4mk,Informatica
8m4mk,MS SQL
8m4mk,MySQL
8m4mk,PL/SQL
8m4mk,Tableau
8m4mk,Power BI​
86d2k,Linux
86d2k,Python
86d2k,ANSI SQL
86d2k,ETL
86d2k,MySQL
86d2k,hadoop
86d2k,AWS
8w6hr,LLM
8w6hr,Python
8w6hr,Prompt
8w6hr,NLP
8w6ho,LLM
8w6ho,Python
8w6ho,Prompt
8w6ho,NLP
8s444,Informatica
8s444,ETL
8s444,Java
8s444,MySQL
8s444,ASP.NET
8s444,C++.Net
8pvrb,Android
8pvrb,SWIFT
8pvrb,Java
8pvrb,Kotlin
8pvrb,iOS
8pvrb,Objective-C
8pvrb,Flutter
1yf7o,DB2
1yf7o,MS SQL
1yf7o,Oracle
76p4c,Python
76p4c,Informatica
76p4c,MS SQL
76p4c,MySQL
76p4c,Oracle
76p4c,Tableau
8msz8,Python
8msz8,Git
8qpdf,Excel
8qpdf,PowerPoint
8qpdf,Word
8t6vw,Python
8t6vw,scikit-learn
8t6vw,PyTorch
8t6vw,tensorflow
8t6vw,Microsoft Azure
7islu,Java
7islu,Python
7islu,Node.js
7islu,MS SQL
7islu,Linux
7gnzs,ETL
7gnzs,MS SQL
7gnzs,Excel
7gnzs,PowerPoint
7gnzs,Power BI​
7gnzs,鼎新
8ko6k,PyTorch
8ko6k,tensorflow
8uy60,Excel
8uy60,PowerPoint
8uy60,Word
89sj9,C#
89sj9,VM
89sj9,Hive
89sj9,AutoCad 3D
89sj9,AutoCad 2D
89sj9,AutoCAD
89sj9,Word
89sj9,Visio
89sj9,PowerPoint
89sj9,Outlook
89sj9,Excel
89sj9,Adobe Acrobat
89sj9,DHCP
89sj9,Python
89sj9,C++
8s7c8,Tableau
8uel7,Java
8uel7,Spring
8acu0,Spring
8acu0,MySQL
8acu0,AWS
8acu0,Java
8acu0,Oracle
8acu0,Linux
7xwf5,ANSI SQL
7xwf5,MS SQL
8qkds,LLM
8qkds,tensorflow
8qkds,Python
8qkds,Github
8qkds,Git
8qkds,NLP
8vs4k,Python
8vs4k,PyTorch
8vs4k,tensorflow
8vs4k,scikit-learn
8vs4k,PostgreSQL
8vs4k,AWS
8vs4k,Node.js
8vs4k,Microsoft Azure
8vs4k,LLM
8ugrj,Java
8ugrj,Python
8ugrj,Scala
8ugrj,ETL
88q8l,Data Modeling
88q8l,DataStage
88q8l,ETL
88q8l,Informatica
88q8l,MS SQL
88q8l,PL/SQL
88q8l,PostgreSQL
88q8l,Data Marts
8k1qj,PHP
8k1qj,JavaScript
8k1qj,HTML
8k1qj,CSS
8k1qj,MySQL
8tick,PL/SQL
8tick,NLP
8tick,Power BI​
8tick,Git
8tick,PyTorch
8tick,tensorflow
8a4t3,Java
8a4t3,Python
8a4t3,MySQL
8a4t3,AWS
8a4t3,Angular
8a4t3,Linux
8a4t3,Oracle
8a4t3,HTML
8a4t3,Spring
8904l,Database Administrator
8904l,ETL
8904l,MS SQL
8904l,Oracle
8904l,PostgreSQL
8o7aj,SAS
8n0e7,ETL
85jia,AutoCAD
8vqy2,Node.js
8vqy2,JavaScript
8vqy2,MySQL
8vqy2,HTTP
6ne1i,Linux
6ne1i,MS SQL
6ne1i,Oracle
7n6u2,MS SQL
7n6u2,Excel
7n6u2,Outlook
7n6u2,PowerPoint
7n6u2,Word
7n6u2,鼎新
8vg3g,LLM
83q03,Linux
83q03,MS SQL
83q03,Excel
8t76q,RDBMS
8t76q,Java
8t76q,Python
8t76q,Ruby
8t76q,Spring
8t76q,Struts
8t76q,Visual C#
8t76q,Visual Studio
8t76q,Visual Studio .net
8t76q,WinForm
8t76q,MS SQL
8t76q,MySQL
8t76q,PL/SQL
8t76q,PostgreSQL
8t76q,C#
8t76q,HTML
8t76q,J2EE
8t76q,JavaScript
8t76q,jQuery
8t76q,CSS
8t76q,Sass
8t76q,Node.js
8t76q,ReactJS
8t76q,AngularJS
8t76q,VueJS
8t76q,Redux
8t76q,Django
8t76q,Angular
8t76q,OOP
8t76q,Servlets
8t76q,Github
8t76q,Jenkins
8t76q,Git
8t76q,AJAX
8t76q,ASP.NET
8unpm,Python
85s8z,Linux
85s8z,Java
85s8z,Python
85s8z,ETL
85s8z,AWS
85s8z,Google Data Studio
8gzqj,Data Modeling
8gzqj,DataStage
8gzqj,ETL
8gzqj,Informatica
8gzqj,MS SQL
8gzqj,PL/SQL
8gzqj,PostgreSQL
8gzqj,Data Marts
8uah9,LLM
8uah9,NLP
8uah9,tensorflow
8uah9,PyTorch
8dcse,ASP.NET
8dcse,C#
8dcse,MS SQL
8dcse,Git
8dcse,VueJS
8uiwn,Python
8uiwn,LLM
8v5bc,ETL
8v5bc,Informatica
8v5bc,PostgreSQL
8v5bc,MS SQL
8v5bc,Data Modeling
8v5bc,DataStage
8v5bc,PL/SQL
8v5bc,Data Marts
8t672,Linux
8t672,Cloud
8t672,AWS
88ghy,Excel
88ghy,Outlook
88ghy,PowerPoint
88ghy,Word
8fvv9,Linux
8fvv9,Github
8fvv9,Git
8fvv9,PHP
8fvv9,MySQL
8fvv9,AWS
8fvv9,CSS
8fvv9,Node.js
8fvv9,VueJS
7mnu3,Linux
7mnu3,C#
7mnu3,Python
7mnu3,MS SQL
7mnu3,MySQL
7mnu3,PostgreSQL
7mnu3,JavaScript
7mnu3,Node.js
6shtp,Linux
6shtp,Python
6shtp,MS SQL
7z0u3,AutoCAD
7z0u3,SolidWorks
7z0u3,Python
7z0u3,C++
7z0u3,Linux
85zv6,C
85zv6,C++
85zv6,Excel
8qqzs,RDBMS
8qqzs,scikit-learn
8qqzs,Keras
8qqzs,NLP
8qqzs,tensorflow
8qqzs,PyTorch
8qqzs,R
8qqzs,Python
8pr4c,Excel
8pr4c,PowerPoint
8pr4c,Word
8pr4c,Power BI​
8pr4c,SAS
8pr4c,SPSS
8pr4c,Python
84q1l,MS SQL
84q1l,MySQL
84q1l,Excel
84q1l,PowerPoint
84q1l,Tableau
84q1l,鼎新
8hxmj,Python
8hxmj,NLP
8hxmj,LLM
7dbtt,MS SQL
8t3nl,Github
8t3nl,Git
8t3nl,Python
8t3nl,ANSI SQL
8oqn5,Tableau
8oqn5,MLOPs
8oqn5,scikit-learn
8oqn5,PyTorch
8oqn5,Github
8s9nt,Python
8s9nt,MS SQL
8w36j,Data Modeling
8w36j,Database Management
8w36j,ETL
8w36j,MySQL
6xiif,Linux
6xiif,Oracle
6xiif,PostgreSQL
6xiif,AWS
8lebd,ETL
8lebd,MS SQL
8lebd,MySQL
80zhc,Linux
80zhc,OOP
80zhc,Git
80zhc,C++
80zhc,Python
80zhc,PostgreSQL
80zhc,Socket
8va9t,Python
8va9t,MySQL
8va9t,AWS
8va9t,Java
8va9t,Go
8va9t,Cloud
8va9t,MS SQL
8va9t,Power BI​
8pqo4,Git
8pqo4,Python
8pqo4,R
8pqo4,PyTorch
8pqo4,tensorflow
8pqo4,MLOPs
8pqo4,IoT
8pqo4,MySQL
8pqo4,PostgreSQL
8pqo4,GIS
8tp3t,D3.js
8tp3t,Figma
8tp3t,Node.js
8tp3t,JavaScript
7x4u0,ETL
7x4u0,Oracle
7x4u0,PostgreSQL
8vfbp,Database Administrator
8vfbp,MS SQL
8vfbp,Shell
8jqjs,Linux
8jqjs,Microsoft Azure
8jqjs,AWS
8vqzm,Go
8vqzm,MySQL
8suy1,MS SQL
8suy1,MySQL
8suy1,Oracle
4qal4,Adobe Acrobat
4qal4,Excel
4qal4,Internet Explorer
4qal4,Word
8uyqm,JavaScript
8uyqm,Google Tag Manager
8uyqm,HTML
8uyqm,CSS
8uyqm,Google Analytics
8qbnl,PostgreSQL
8qbnl,Git
8qbnl,e-commerce
8qbnl,Visual C#
8qbnl,HTTP
88y3w,UNIX
88y3w,Informix
88y3w,MS SQL
88y3w,MySQL
88y3w,PL/SQL
88y3w,PostgreSQL
8k2no,Linux
8k2no,Shell
8k2no,MS SQL
8k2no,MySQL
8k2no,Oracle
8k2no,PostgreSQL
8rh44,Oracle
8rh44,PL/SQL
8pwcr,Power BI​
8pwcr,Google Analytics
8pwcr,Excel
8pwcr,Looker studio
820h6,Github
820h6,Git
872tt,Python
872tt,ETL
872tt,MySQL
872tt,AWS
8nyuz,PostgreSQL
8nyuz,Linux
6cpmh,Java
6cpmh,MS SQL
6cpmh,MySQL
8vkmf,Python
8vkmf,Cloud
8vkmf,Github
8vkmf,AWS
8vkmf,ETL
8qilt,SAS
8qilt,ETL
8qilt,Informix
8qilt,MS SQL
8ae3g,MS SQL
8u985,Linux
8t0i5,Github
8t0i5,Python
8t0i5,NLP
8t0i5,MLOPs
8t0i5,LLM
8t0i5,Prompt
8t0i5,ETL
8dl4z,Python
8dl4z,R
8dl4z,PyTorch
8dl4z,tensorflow
8dl4z,NLP
8dl4z,Keras
8dl4z,scikit-learn
8dl4z,RDBMS
7f8rb,ETL
7f8rb,MS SQL
8vo0n,Python
8vo0n,Looker studio
8vo0n,Cloud
8vo0n,ETL
8vo0n,Github
8vo0n,scikit-learn
8urs1,Java
8urs1,Spring
6yr7q,Windows Server 2008
6yr7q,Windows Server 2012
6yr7q,Git
6yr7q,ASP.NET
6yr7q,C#
6yr7q,Visual Studio
6yr7q,MS SQL
7m38q,Java
7m38q,Python
7m38q,Objective-C
7m38q,SWIFT
7m38q,Kotlin
7m38q,AWS
7m38q,HTML
7m38q,JavaScript
7m38q,CSS
7m38q,VueJS
8n486,C#
8n486,Unity
8v87x,Looker studio
8v87x,JavaScript
8708t,MS SQL
74966,ASP.NET
74966,C#
74966,MS SQL
74966,Flutter
74966,Dart
74966,WinForm
8lrxp,Linux
8jisv,Git
8jisv,Capacity Planning
8jisv,Data Modeling
8jisv,Database Administrator
8jisv,Database Management
8jisv,DataStage
8jisv,ETL
8swgp,Github
8swgp,Python
8swgp,NLP
8swgp,MLOPs
8swgp,LLM
8swgp,Prompt
8swgp,ETL
8v87s,Looker studio
8v87s,JavaScript
8vf5u,Database Administrator
8vf5u,MS SQL
8vf5u,Shell
893g3,Excel
893g3,PowerPoint
893g3,Tableau
893g3,Google Analytics
893g3,Google Tag Manager
893g3,SimilarWeb
893g3,Google Data Studio
8tqpw,Oracle
8tqpw,PL/SQL
8tqpw,Microsoft Azure
8q08v,ETL
8q08v,AWS
8q08v,PostgreSQL
8q08v,MySQL
8q08v,Oracle
8mw2p,Python
8mw2p,MS SQL
8mw2p,AWS
8mw2p,MLOPs
8ux6y,ETL
8ux6y,MySQL
8ux6y,Linux
8ux6y,C
8w18m,Python
8w18m,C#
8w18m,Power BI​
8w18m,MS SQL
8sqfg,Python
8sqfg,Excel
8sqfg,PowerPoint
8sqfg,Tableau
8sqfg,PostgreSQL
8sr26,Node.js
8sr26,Python
8sr26,PostgreSQL
8sr26,SaaS
8sr26,Scrum
8sr26,iOS
8sr26,Android
8jygz,ASP.NET
8jygz,SPSS
8jygz,SAS
8jygz,Hive
8jygz,Data Marts
8jygz,Data Architect
8jygz,Excel
8jygz,Prompt
8jygz,Visual Studio .net
8jygz,Python
8jygz,C++
8jygz,Git
8jygz,UNIX
8w4ol,Python
8w4ol,Excel
8w4ol,Word
8w4ol,PowerPoint
8w4ol,VBA
8w4ol,Tableau
7kabt,Python
7kabt,MS SQL
7kabt,MySQL
7kabt,PostgreSQL
7kabt,hadoop
8ve5q,PostgreSQL
8v2xb,JavaScript
8v2xb,HTML
8v2xb,CSS
8v2xb,Node.js
8v2xb,ReactJS
8v2xb,Figma
8v2xb,Python
8v2xb,Database Management
8v2xb,Word
8v2xb,PowerPoint
8v2xb,Excel
6y3b7,AutoCad 3D
6y3b7,AutoCad 2D
6y3b7,AutoCAD
8nk4l,LLM
8nk4l,NLP
8nk4l,Python
8nk4l,MS SQL
8nk4l,PL/SQL
8nk4l,R
8nk4l,C++
7uyye,Excel
7uyye,Outlook
7uyye,Project
7uyye,Word
7uyye,AutoCAD
8rsrb,Word
8rsrb,PowerPoint
8rsrb,Outlook
8rsrb,Excel
8rsrb,AutoCAD
8rsrb,Adobe Photoshop
8rsrb,Illustrator
8o5gw,Git
8o5gw,ASP.NET
8o5gw,C#
8o5gw,Visual Studio
8o5gw,MS SQL
8o5gw,Database Management
8o5gw,Visual Studio .net
8o5gw,XHTML
8o5gw,AngularJS
8o5gw,VueJS
8o5gw,ReactJS
8o5gw,jQuery
8o5gw,Angular
8o5gw,HTML
8o5gw,JavaScript
8o5gw,CSS
8ulxx,Excel
8ulxx,PowerPoint
8ulxx,Project
8ulxx,Word
8ulxx,AutoCAD
8ulxx,Revit
5bdsg,Python
5bdsg,Go
5bdsg,MS SQL
5bdsg,AWS
5bdsg,Node.js
5bdsg,Java
8kxde,Excel
8kxde,Outlook
8kxde,PowerPoint
8kxde,Word
8kxde,AutoCAD
8el3n,Github
8el3n,PostgreSQL
8el3n,Node.js
7dgpg,Python
7dgpg,MS SQL
7dgpg,PL/SQL
7c52x,C#
7c52x,Database Administrator
7c52x,Database Management
7c52x,ETL
7c52x,MS SQL
7c52x,Tableau
7p7cw,Linux
7p7cw,Python
7p7cw,MS SQL
7p7cw,PostgreSQL
7p7cw,JavaScript
8hjx1,Linux
8hjx1,Python
8hjx1,MLOPs
79jw0,Oracle
79jw0,PL/SQL
79jw0,RDBMS
8ezgf,Excel
8ezgf,PowerPoint
8ezgf,Word
8ezgf,AutoCAD
89tpy,Python
89tpy,R
89tpy,MySQL
89tpy,Excel
89tpy,Google Analytics
89tpy,Google Tag Manager
89tpy,Google Data Studio
89tpy,Firebase
89tpy,Looker studio
8t7ae,Excel
8t7ae,Python
8t7ae,Word
8t7ae,PowerPoint
7mck2,C#
7mck2,MS SQL
8o0uc,Excel
8o0uc,PowerPoint
8o0uc,Word
8v0jg,AutoCAD
8v0jg,AutoCad 3D
8w3vm,文中系統
8o4bk,Tableau
8o4bk,Python
8s6bv,AutoCAD
8rkyn,MS SQL
8rkyn,ETL
8rkyn,Java
8rkyn,Python
85gwr,Windows 10
85gwr,Windows Server 2019
85gwr,Vmware
601f8,PostgreSQL
601f8,Xmind
601f8,Word
601f8,PowerPoint
601f8,Outlook
601f8,Excel
601f8,Angular
601f8,JavaScript
601f8,AWS
601f8,MS SQL
601f8,Visual Studio
601f8,C#
601f8,ASP.NET
601f8,Git
601f8,Github
8o599,MS SQL
8o599,ASP.NET
8sndz,Java
8sndz,Spring
8sndz,MySQL
8sndz,PostgreSQL
8u3r5,LLM
8u3r5,Python
81y7i,PHP
81y7i,ReactJS
81y7i,Node.js
81y7i,CSS
81y7i,jQuery
81y7i,JavaScript
81y7i,HTML
81y7i,MySQL
81y7i,Python
81y7i,Linux
8vudl,C#
8vudl,MS SQL
729sz,Linux
729sz,Git
729sz,PHP
729sz,MySQL
729sz,PostgreSQL
8t0uv,PowerPoint
8t0uv,Project
8t0uv,Excel
8t0uv,AutoCAD
8vd65,Excel
8vd65,Word
8vd65,PowerPoint
8ppdi,Python
8ppdi,C#
8ppdi,Power BI​
8ppdi,MS SQL
8va6q,Linux
8va6q,Windows 10
8va6q,Mac OS
8va6q,Git
8va6q,MySQL
8bgfp,Excel
8bgfp,Outlook
8bgfp,PowerPoint
8bgfp,Word
8tmew,Excel
8tmew,PowerPoint
8tmew,Word
8tmew,Power BI​
6s193,Java
6s193,Data Modeling
6s193,Database Administrator
6s193,Database Management
6s193,ETL
6s193,Oracle
6s193,PL/SQL
6s193,RDBMS
6s193,Tableau
6yjxf,Python
6yjxf,ETL
8qkzk,Word
8qkzk,PowerPoint
8qkzk,中文打字50~75
8qkzk,英文打字50~75
7m03d,MS SQL
8vkqx,AutoCAD
8u9kl,Windows Server 2019
8u9kl,MS SQL
8u9kl,Routers
8trec,ReactJS
8trec,Node.js
8trec,Prompt
8trec,JavaScript
8trec,CSS
8trec,HTML
8419l,Cisco
8419l,VPN
7o1hk,JavaScript
7o1hk,Visual C#
7o1hk,Visual Studio
7o1hk,Visual Studio .net
7o1hk,WinForm
7o1hk,MS SQL
7o1hk,MySQL
7o1hk,AWS
7o1hk,HTML
7o1hk,Python
7o1hk,XML
7o1hk,jQuery
7o1hk,CSS
7o1hk,Node.js
7o1hk,ReactNative
7o1hk,ReactJS
7o1hk,VueJS
7o1hk,Angular
7o1hk,Linux
7o1hk,Android
7o1hk,iOS
7o1hk,Git
7o1hk,ASP.NET
7o1hk,C#
8tywk,JIRA
8a050,MS SQL
8a050,PL/SQL
8p6fi,Excel
8p6fi,PowerPoint
8p6fi,Word
8p6fi,Power BI​
6e6r8,Linux
6e6r8,Github
6e6r8,C++
6e6r8,Python
6e6r8,Go
6e6r8,MySQL
6e6r8,Oracle
6e6r8,hadoop
8vxvl,PostgreSQL
8vxvl,Google Cloud
8vxvl,AWS
8pymw,NLP
8pymw,Python
868zb,Linux
868zb,Java
868zb,Spring
868zb,MySQL
868zb,Oracle
868zb,JavaScript
8hqaj,Go
8hqaj,Excel
89kkk,Database Administrator
89kkk,MySQL
89kkk,AWS
8vg2o,LLM
859d9,Excel
859d9,Word
859d9,AutoCAD
859d9,PowerPoint
859d9,中文打字75~100
8sq71,Excel
8sq71,PowerPoint
8sq71,Word
8sq71,AutoCAD
8vw6m,Git
8vw6m,Java
8vw6m,Spring
8vw6m,PHP
8cy3h,Linux
8cy3h,Github
8cy3h,Git
8cy3h,HTML
8cy3h,JavaScript
8cy3h,CSS
8cy3h,ReactJS
8cy3h,Redux
8cy3h,e-commerce
6u1rz,AutoCad 2D
6u1rz,Word
6u1rz,PowerPoint
6u1rz,Excel
8q5sd,ETL
8vxpd,PHP
8vxpd,MySQL
8vxpd,Socket
8vxpd,TCP/IP
8vxpd,Git
86z76,SAP
86z76,SAP HANA
86z76,MS SQL
8n4az,Excel
8n4az,PowerPoint
8n4az,MySQL
8n4az,Python
8py5c,AutoCAD
8sz8e,AWS
8sz8e,LLM
8sz8e,MLOPs
8sz8e,Cloud
718kr,Database Management
718kr,ETL
718kr,MS SQL
8syk8,NLP
8syk8,Cloud
8syk8,AWS
8syk8,PyTorch
8syk8,Security
8syk8,Computer Vision
8syk8,scikit-learn
8d9qp,Excel
8d9qp,Outlook
8d9qp,PowerPoint
8d9qp,Word
8d9qp,AutoCAD
76y30,PHP
76y30,Excel
76y30,Outlook
76y30,PowerPoint
76y30,Word
8rbea,LLM
8czif,Linux
8czif,Mac OS
8czif,Windows 10
8czif,Firewall
8czif,LAN
8czif,TCP/IP
8czif,VLAN
8li23,Python
8li23,PyTorch
8li23,tensorflow
8li23,LLM
8li23,scikit-learn
8li23,NLP
8li23,MLOPs
8aa36,AutoCAD
8aa36,ArcGis
8aa36,GIS
6uwpa,Linux
6uwpa,Shell
72r9v,Git
72r9v,PHP
72r9v,MS SQL
72r9v,HTML
72r9v,JavaScript
72r9v,jQuery
